,Name,Studio,Episodes,Genres,Source,Type,Score,Members,Season,Year
101,Saint October,Studio Comet,26,"[Adventure, Fantasy]",Original,TV,6.53,"4,056",Winter,2007
102,Juusou Kikou Dancougar Nova,Production Reed,12,[Mecha],-,TV,6.05,"3,548",Winter,2007
103,GR: Giant Robo,A.C.G.T.,13,"[Adventure, Mecha, Military, Sci-Fi, Shounen]",-,TV,6.83,"1,660",Winter,2007
104,Master of Epic: The Animation Age,"Gonzo, Palm Studio",12,"[Fantasy, Game, Comedy]",Game,TV,6.2,"1,204",Winter,2007
105,Petit Eva: Evangelion@School,"Kanaban Graphics, Xebec",24,"[Comedy, Parody, School]",Original,ONA,5.97,"16,437",Winter,2007
106,Keitai Shoujo,Studio Hibari,6,"[Comedy, Romance, School, Drama]",Visual novel,ONA,5.42,"3,823",Winter,2007
107,Murder Princess,Bee Train,6,"[Action, Adventure, Fantasy]",Manga,OVA,7.13,"41,252",Winter,2007
108,Strike Witches OVA,Gonzo,1,"[Action, Military, Sci-Fi, Magic, Ecchi]",Original,OVA,6.3,"19,054",Winter,2007
109,.hack//G.U. Returner,Bee Train,1,"[Magic, Adventure, Fantasy, Game, Sci-Fi, Drama]",Game,OVA,6.89,"15,976",Winter,2007
110,Ichigo Mashimaro OVA,Daume,3,"[Comedy, School, Slice of Life]",4-koma manga,OVA,7.81,"15,661",Winter,2007
111,Bakuretsu Tenshi: Infinity,Gonzo,1,"[Action, Comedy, Mecha, Sci-Fi, Shounen]",Original,OVA,6.9,"12,082",Winter,2007
112,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,TMS Entertainment,1,"[Adventure, Police, Comedy, Mystery, Shounen]",Manga,OVA,7.38,"8,162",Winter,2007
113,_Summer,-,2,"[Drama, Harem, Romance]",Visual novel,OVA,5.87,"7,337",Winter,2007
114,Happiness!: Watarase Jun no Kareinaru Ichinichi,Artland,1,"[Comedy, Fantasy]",Visual novel,OVA,6.86,"5,160",Winter,2007
115,One Piece: Episode of Alabasta - Prologue,Toei Animation,1,"[Action, Adventure, Fantasy, Shounen]",Manga,OVA,7.41,"5,072",Winter,2007
116,To Heart 2 OVA,-,3,"[Comedy, Drama, Harem, Romance, School]",-,OVA,7.03,"4,931",Winter,2007
117,Hokuto no Ken: Yuria-den,TMS Entertainment,1,"[Action, Adventure, Drama, Martial Arts]",-,OVA,7.16,"4,027",Winter,2007
118,Tori no Uta,Toei Animation,1,[Fantasy],-,OVA,6.58,"2,568",Winter,2007
119,Lovedol: Lovely Idol OVA,-,1,"[Comedy, Drama, Ecchi, Harem, Music]",-,OVA,6.36,"1,223",Winter,2007
120,Eko Eko Azarak,Toei Animation,1,"[Fantasy, Horror, Magic]",-,OVA,6.88513427562,273,Winter,2007
121,Byousoku 5 Centimeter,CoMix Wave Films,3,"[Drama, Romance, Slice of Life]",Original,Movie,8.05,"371,277",Winter,2007
122,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Toei Animation,1,"[Action, Adventure, Fantasy, Shounen]",Manga,Movie,7.43,"34,195",Winter,2007
123,Highlander: The Search for Vengeance,Madhouse,1,"[Action, Horror, Sci-Fi]",-,Movie,6.87,"10,670",Winter,2007
124,JoJo no Kimyou na Bouken: Phantom Blood,APPP,1,"[Action, Adventure, Horror, Shounen, Vampire]",Manga,Movie,7.74,"10,494",Winter,2007
125,Cheonnyeon-yeowoo Yeowoobi,Sunwoo Entertainment,1,"[Sci-Fi, Drama, Fantasy]",Original,Movie,7.39,"9,577",Winter,2007
126,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Sunrise,1,"[Action, Adventure, Comedy, Drama, Sci-Fi, Shounen]",-,Movie,7.47,"3,131",Winter,2007
127,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Shin-Ei Animation,1,"[Adventure, Comedy, Fantasy]",-,Movie,7.65,"1,791",Winter,2007
128,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Toei Animation,1,"[Comedy, Sci-Fi, Shounen]",Manga,Movie,6.05,643,Winter,2007
129,Tetsujin 28-gou: Hakuchuu no Zangetsu,Palm Studio,1,"[Action, Adventure, Mecha, Sci-Fi]",-,Movie,6.73,447,Winter,2007
130,Oshare Majo Love and Berry: Shiawase no Mahou,-,1,[Magic],-,Movie,6.88513427562,427,Winter,2007
131,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,-,1,"[Adventure, Fantasy]",-,Movie,6.88513427562,206,Winter,2007
132,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,DLE,1,"[Comedy, Parody, Super Power]",-,Movie,6.88513427562,133,Winter,2007
133,Cofun Gal no Coffy: Okehazama no Tatakai,-,1,"[Parody, Comedy, Historical]",-,Movie,6.88513427562,79,Winter,2007
134,Air Gear Special,Toei Animation,1,"[Sports, Shounen]",-,Special,7.42,"35,176",Winter,2007
135,Code Geass: Hangyaku no Lelouch Picture Drama,Sunrise,9,"[Slice of Life, Comedy, School]",Original,Special,7.08,"34,815",Winter,2007
136,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,-,1,"[Harem, Music, Romance, School, Shoujo]",-,Special,7.57,"18,513",Winter,2007
137,Aa! Megami-sama!: Sorezore no Tsubasa Specials,-,2,"[Comedy, Magic, Romance, Seinen, Supernatural]",Manga,Special,7.62,"17,774",Winter,2007
138,Bakuretsu Tenshi: Infinity Specials,Gonzo,3,"[Action, Mecha, Sci-Fi]",Original,Special,6.9,"4,778",Winter,2007
139,Asience: Kami wa Onna no Inochi,Production I.G,1,"[Historical, Samurai]",-,Special,6.38,"3,696",Winter,2007
140,Initial D: Project D to the Next Stage - Project D e Mukete,-,1,"[Action, Cars, Sports, Drama, Seinen]",Manga,Special,7.69,"3,627",Winter,2007
141,Saiunkoku Monogatari Soushuuhen,Madhouse,9,"[Adventure, Fantasy, Romance, Comedy, Historical, Drama]",-,Special,7.42,"3,500",Winter,2007
142,Glass no Kantai: La Legende du Vent de l'Univers Specials,-,2,"[Adventure, Sci-Fi]",Original,Special,6.33,"1,075",Winter,2007
143,Chibi Kero: Kerobouru no Himitsu!?,Sunrise,1,[Comedy],-,Special,6.54,676,Winter,2007
144,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,OLM,1,"[Adventure, Fantasy, Historical]",Original,Special,6.88513427562,61,Winter,2007
145,Tenkuu no Escaflowne,Sunrise,26,"[Adventure, Romance, Fantasy, Mecha, Shoujo]",Original,TV,7.79,"88,674",Spring,1996
146,Bishoujo Senshi Sailor Moon: Sailor Stars,Toei Animation,34,"[Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo]",Manga,TV,7.99,"56,139",Spring,1996
147,Slayers Next,E&G Films,26,"[Adventure, Comedy, Demons, Magic, Fantasy]",Light novel,TV,8.14,"42,290",Spring,1996
148,Kodomo no Omocha (TV),Studio Gallop,102,"[Comedy, Drama, Romance, Shoujo]",Manga,TV,8.17,"30,128",Spring,1996
149,After War Gundam X,Sunrise,39,"[Sci-Fi, Adventure, Space, Drama, Mecha]",Original,TV,7.38,"20,353",Spring,1996
150,Jigoku Sensei Nube,Toei Animation,49,"[Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural]",Manga,TV,7.64,"9,664",Spring,1996
151,B'T X,TMS Entertainment,25,"[Adventure, Mecha, Sci-Fi, Shounen]",-,TV,7.14,"6,288",Spring,1996
152,Kaiketsu Zorro,Ashi Production,52,"[Adventure, Historical, Shounen]",Other,TV,7.31,"5,663",Spring,1996
153,Mizuiro Jidai,Nippon Animation,47,"[Slice of Life, Shoujo]",Manga,TV,7.01,"1,709",Spring,1996
154,VS Knight Lamune & 40 Fire,Production Reed,26,"[Action, Comedy, Fantasy, Mecha, Shounen]",Original,TV,6.98,"1,262",Spring,1996
155,Midori no Makibao,Studio Pierrot,61,"[Sports, Comedy]",Manga,TV,6.72,545,Spring,1996
156,Hajime Ningen Gon,Studio Pierrot,39,"[Comedy, Historical]",Manga,TV,6.88513427562,149,Spring,1996
157,Shounen Santa no Daibouken!,Studio Deen,24,"[Adventure, Fantasy, Shounen]",Novel,TV,6.88513427562,130,Spring,1996
158,Ijiwaru Baasan (1996),Eiken,46,"[Comedy, Slice of Life]",-,TV,6.88513427562,89,Spring,1996
159,Gunsmith Cats,OLM,3,"[Action, Comedy, Police, Seinen]",Manga,OVA,7.26,"16,824",Spring,1996
160,3x3 Eyes Seima Densetsu,Studio Junio,3,"[Action, Adventure, Demons, Fantasy, Horror, Romance]",Manga,OVA,7.11,"9,322",Spring,1996
161,Mobile Suit Gundam Wing: Operation Meteor,Sunrise,4,"[Action, Military, Sci-Fi, Adventure, Space, Psychological, Drama, Mecha]",Original,OVA,7.65,"7,159",Spring,1996
162,Shamanic Princess,Triangle Staff,6,"[Action, Fantasy, Magic, Romance]",Original,OVA,6.75,"7,031",Spring,1996
163,Burn Up! W,AIC,4,"[Sci-Fi, Comedy, Ecchi, Mecha, Shounen]",Original,OVA,6.48,"6,101",Spring,1996
164,Mahoutsukai Tai! OVA,Production Reed,6,"[Sci-Fi, Comedy, Magic, Romance, Fantasy]",-,OVA,7.25,"4,766",Spring,1996
165,Aozora Shoujo-tai,-,7,"[Action, Comedy, Military, Romance, Shounen]",-,OVA,6.63,"3,899",Spring,1996
166,Toushinden,J.C.Staff,2,"[Action, Martial Arts]",Game,OVA,5.39,"2,538",Spring,1996
167,Mutant Turtles: Choujin Densetsu-hen,-,2,"[Action, Adventure, Comedy, Sci-Fi, Super Power]",-,OVA,5.43,"1,763",Spring,1996
168,Sanctuary,Pastel,1,"[Action, Police, Thriller, Drama, Seinen]",Manga,OVA,6.46,"1,723",Spring,1996
169,Ojousama Sousamou,"Gainax, Studio 4°C",1,"[Action, Comedy, Mystery, Police]",Original,OVA,5.1,"1,554",Spring,1996
170,Tattoon Master,-,2,"[Adventure, Comedy, Slice of Life, Supernatural]",-,OVA,6.28,"1,451",Spring,1996
171,Blue Seed 1.5,Production I.G,2,"[Comedy, Romance, Sci-Fi]",-,OVA,6.72,"1,406",Spring,1996
172,Landlock,-,2,"[Adventure, Fantasy, Sci-Fi]",-,OVA,5.78,"1,054",Spring,1996
173,Idol Bouei-tai Hummingbird,Ashi Production,4,"[Military, Music, Comedy, Parody]",Light novel,OVA,6.0,965,Spring,1996
174,Idol Fight Suchie-Pai 2,Daume,1,"[Action, Ecchi]",Game,OVA,4.36,642,Spring,1996
175,Bounty Hunter: The Hard,J.C.Staff,1,"[Action, Police]",-,OVA,6.01,475,Spring,1996
176,Haou Daikei Ryuu Knight: Adeu Legend Final,Sunrise,1,"[Parody, Adventure, Fantasy, Comedy, Mecha]",-,OVA,6.42,461,Spring,1996
177,Future GPX Cyber Formula: Early Days Renewal,Sunrise,2,"[Drama, Sci-Fi, Shounen, Sports]",-,OVA,6.59,359,Spring,1996
178,Toppuku Kyousou Kyoku,-,2,"[Comedy, Shounen]",-,OVA,6.88513427562,73,Spring,1996
179,Hamuko Mairu!,-,1,"[Adventure, Comedy]",Manga,OVA,6.88513427562,65,Spring,1996
180,Tenchi Muyou! in Love,AIC,1,"[Action, Space, Comedy, Romance, School, Sci-Fi, Shounen]",-,Movie,7.52,"14,959",Spring,1996
181,Armitage III: Poly-Matrix,-,1,"[Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha]",-,Movie,7.17,"9,579",Spring,1996
182,Lupin III: Dead or Alive,-,1,"[Action, Adventure, Comedy, Shounen]",-,Movie,7.31,"4,685",Spring,1996
183,Hamelin no Violin Hiki: The Movie,Nippon Animation,1,"[Adventure, Comedy, Fantasy]",Manga,Movie,6.62,"1,634",Spring,1996
184,Mahoujin Guru Guru Movie,Nippon Animation,1,"[Adventure, Fantasy, Magic, Comedy, Shounen]",-,Movie,7.07,896,Spring,1996
185,Dragon Quest Retsuden: Roto no Monshou,-,1,"[Adventure, Fantasy, Magic, Shounen]",Game,Movie,6.25,669,Spring,1996
186,Nintama Rantarou Movie,Ajia-Do,1,"[Comedy, Shounen]",-,Movie,6.65,282,Spring,1996
187,Toilet no Hanako-san,Studio Pierrot,1,[Horror],Other,Movie,6.2,243,Spring,1996
188,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,-,1,"[Sports, Comedy]",-,Movie,6.88513427562,83,Spring,1996
189,Steins;Gate,White Fox,24,"[Sci-Fi, Thriller]",Visual novel,TV,9.16,"780,360",Spring,2011
190,Ao no Exorcist,A-1 Pictures,25,"[Action, Demons, Fantasy, Shounen, Supernatural]",Manga,TV,7.9,"686,214",Spring,2011
191,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,A-1 Pictures,11,"[Slice of Life, Supernatural, Drama]",Original,TV,8.59,"530,432",Spring,2011
192,Deadman Wonderland,Manglobe,12,"[Action, Horror, Sci-Fi]",Manga,TV,7.46,"511,747",Spring,2011
193,Nichijou,Kyoto Animation,26,"[Slice of Life, Comedy, School]",Manga,TV,8.51,"292,089",Spring,2011
194,Kami nomi zo Shiru Sekai II,Manglobe,12,"[Comedy, Harem, Romance, Shounen, Supernatural]",Manga,TV,8.1,"211,334",Spring,2011
195,Hidan no Aria,J.C.Staff,12,"[Action, Comedy, Romance, School]",Light novel,TV,7.11,"189,281",Spring,2011
196,Gintama',Sunrise,51,"[Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen]",Manga,TV,9.15,"172,515",Spring,2011
197,C: The Money of Soul and Possibility Control,Tatsunoko Production,11,"[Action, Mystery, Super Power, Thriller]",Original,TV,7.42,"171,011",Spring,2011
198,Hanasaku Iroha,P.A. Works,26,"[Slice of Life, Comedy, Drama, Seinen]",Original,TV,8.02,"166,973",Spring,2011
199,Denpa Onna to Seishun Otoko,Shaft,12,"[Sci-Fi, Slice of Life, Comedy, Seinen]",Light novel,TV,7.31,"163,021",Spring,2011
200,Tiger & Bunny,Sunrise,25,"[Action, Mystery, Comedy, Super Power]",Original,TV,8.1,"113,006",Spring,2011
201,SKET Dance,Tatsunoko Production,77,"[Comedy, School, Shounen]",Manga,TV,8.35,"111,033",Spring,2011
202,Dog Days,Seven Arcs,13,"[Action, Adventure, Fantasy, Magic]",Original,TV,7.18,"106,360",Spring,2011
203,Sekaiichi Hatsukoi,Studio Deen,12,"[Comedy, Drama, Romance, Shounen Ai]",Manga,TV,8.11,"105,062",Spring,2011
204,Hoshizora e Kakaru Hashi,Doga Kobo,12,"[Comedy, Ecchi, Harem, Romance, School]",Visual novel,TV,7.02,"93,212",Spring,2011
205,Astarotte no Omocha!,Diomedea,12,"[Comedy, Demons, Ecchi, Fantasy, Romance, Seinen]",Manga,TV,6.79,"79,930",Spring,2011
206,Seikon no Qwaser II,Hoods Entertainment,12,"[Action, Super Power, Supernatural, Ecchi, Seinen]",Manga,TV,6.67,"70,727",Spring,2011
207,Gyakkyou Burai Kaiji: Hakairoku-hen,Madhouse,26,"[Game, Psychological, Thriller, Seinen]",Manga,TV,8.28,"63,079",Spring,2011
208,A-Channel,Studio Gokumi,12,"[Comedy, School, Seinen, Slice of Life]",4-koma manga,TV,7.05,"62,819",Spring,2011
209,Toriko,Toei Animation,147,"[Action, Adventure, Comedy, Fantasy, Shounen]",Manga,TV,7.73,"60,326",Spring,2011
210,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,Nomad,12,"[Comedy, Drama, Ecchi, Harem, Romance]",Visual novel,TV,6.86,"56,390",Spring,2011
211,"Yondemasu yo, Azazel-san. (TV)",Production I.G,13,"[Comedy, Supernatural, Demons]",Manga,TV,7.64,"46,045",Spring,2011
212,Maria†Holic Alive,Shaft,12,"[Comedy, Parody, School, Shoujo Ai]",Manga,TV,7.05,"42,765",Spring,2011
213,30-sai no Hoken Taiiku,Gathering,12,"[Ecchi, Parody, Romance, Seinen]",Book,TV,6.82,"34,656",Spring,2011
214,HenSemi (TV),Xebec,13,"[Comedy, Ecchi, Seinen]",Manga,TV,6.65,"29,898",Spring,2011
215,Sengoku Otome: Momoiro Paradox,TMS Entertainment,13,"[Action, Comedy, Historical, Samurai, Sci-Fi, Super Power]",Game,TV,6.7,"28,951",Spring,2011
216,Yu☆Gi☆Oh! Zexal,Studio Gallop,73,"[Action, Fantasy, Game, Shounen]",Manga,TV,6.55,"25,690",Spring,2011
217,Inazuma Eleven Go,OLM,47,"[Shounen, Sports, Super Power]",Game,TV,7.27,"21,605",Spring,2011
218,Softenni,Xebec,12,"[Comedy, Sports, Ecchi, School]",Manga,TV,6.59,"16,655",Spring,2011
219,Moshidora,Production I.G,10,"[Drama, Sports]",Novel,TV,7.0,"16,518",Spring,2011
220,X-Men,Madhouse,12,"[Action, Drama, Super Power]",Other,TV,6.49,"16,484",Spring,2011
221,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Toei Animation,24,"[Action, Adventure, Fantasy, Comedy, Shounen]",Original,TV,7.4,"13,711",Spring,2011
222,Hyouge Mono,Bee Train,39,"[Historical, Samurai, Seinen]",Manga,TV,8.1,"12,310",Spring,2011
223,Dororon Enma-kun Meeramera,Brain's Base,12,"[Action, Comedy, Super Power, Demons, Supernatural, Magic, Ecchi, Fantasy]",Manga,TV,6.64,"11,589",Spring,2011
224,Pretty Rhythm: Aurora Dream,Tatsunoko Production,51,"[Slice of Life, Sports, Music, Shoujo]",Game,TV,7.58,"10,297",Spring,2011
225,Metal Fight Beyblade 4D,SynergySP,52,"[Adventure, Sports]",Manga,TV,6.9,"7,221",Spring,2011
226,Fireball Charming,Jinnis Animation Studios,13,[Sci-Fi],-,TV,6.91,"5,837",Spring,2011
227,Honto ni Atta! Reibai Sensei,DLE,22,"[Comedy, School, Shounen, Supernatural]",Manga,TV,6.66,"5,268",Spring,2011
228,Shouwa Monogatari,WAO World,13,"[Drama, Historical]",Original,TV,7.04,"3,802",Spring,2011
229,Jewelpet Sunshine,Studio Comet,52,"[Fantasy, Magic, Shoujo]",Original,TV,6.79,"2,317",Spring,2011
230,Tono to Issho: Gantai no Yabou,Gathering,12,"[Comedy, Historical, Parody, Samurai, Seinen]",4-koma manga,TV,6.71,"2,109",Spring,2011
231,Usavich IV,Kanaban Graphics,13,[Comedy],Original,TV,6.91,"1,761",Spring,2011
232,Happy Kappy,-,25,"[Comedy, Fantasy, Shoujo]",-,TV,5.58,832,Spring,2011
233,Duel Masters Victory,-,52,"[Action, Adventure, Comedy, Shounen]",Original,TV,6.2,658,Spring,2011
234,Ring ni Kakero 1: Sekai Taikai-hen,Toei Animation,6,[Sports],Manga,TV,6.87,621,Spring,2011
235,Hime Chen! Otogi Chikku Idol Lilpri (2011),Telecom Animation Film,51,"[Magic, Shoujo]",-,TV,6.92,597,Spring,2011
236,Puu-Neko,DLE,11,[Comedy],4-koma manga,TV,5.95,526,Spring,2011
237,Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,-,36,"[Magic, Comedy, Shoujo]",-,TV,6.88513427562,441,Spring,2011
238,Fujilog,-,13,[Comedy],-,TV,6.88513427562,296,Spring,2011
239,Shuukan Shimakou,DLE,11,[Comedy],-,TV,6.88513427562,269,Spring,2011
240,Genki!! Ekoda-chan,DLE,22,[Comedy],-,TV,6.88513427562,211,Spring,2011
241,Larva,-,26,[Comedy],Original,TV,6.34,197,Spring,2011
242,Ninja-tai Gatchaman ZIP!,-,475,"[Parody, Comedy]",-,TV,6.88513427562,194,Spring,2011
243,Shiawase Haitatsu Taneko,Kachidoki Studio,?,[Comedy],Original,TV,6.88513427562,189,Spring,2011
244,Hato no Oyome-san,DLE,22,[Comedy],-,TV,6.88513427562,181,Spring,2011
245,Sockies: Frontier Quest,-,39,[Comedy],-,TV,6.88513427562,134,Spring,2011
246,Shiodome Cable TV,DLE,22,[Comedy],-,TV,6.88513427562,128,Spring,2011
247,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,AIC Build,4,"[Comedy, Seinen, Slice of Life]",Light novel,ONA,7.62,"110,639",Spring,2011
248,Plastic Neesan,TYO Animations,12,"[Comedy, School]",Manga,ONA,7.4,"96,361",Spring,2011
249,Mahou Shoujo Sonico★Magica,-,1,"[Music, Parody]",-,ONA,5.94,"14,010",Spring,2011
250,Fullmetal Alchemist: The Sacred Star of Milos Specials,Bones,4,"[Comedy, Magic, Fantasy]",Manga,ONA,7.2,"12,916",Spring,2011
251,Working'!! Announcement Specials,A-1 Pictures,2,[Comedy],4-koma manga,ONA,6.84,"9,723",Spring,2011
252,Detective Conan vs. Wooo,TMS Entertainment,2,"[Adventure, Comedy, Mystery, Police, Shounen]",-,ONA,6.12,"2,864",Spring,2011
253,Sorette♡Dakara ne!,Asahi Production,1,[Slice of Life],Original,ONA,5.1,"1,282",Spring,2011
254,Dead Girl Trailer,-,1,"[Horror, Parody, Supernatural, Thriller]",-,ONA,3.6,"1,062",Spring,2011
255,Precure kara Minna e no Ouen Movie,Toei Animation,1,"[Fantasy, Magic, Shoujo]",Original,ONA,6.08,982,Spring,2011
256,Potecco Babies (2011),Shin-Ei Animation,12,[Comedy],-,ONA,5.57,135,Spring,2011
257,Kankou Taisen Saitama: Sakuya no Tatakai,-,4,[],-,ONA,6.88513427562,114,Spring,2011
258,Cyphers,-,3,[Action],Game,ONA,6.88513427562,113,Spring,2011
259,Seibu Tetsudou Ekiin Tako-chan,Shin-Ei Animation,12,"[Comedy, Parody, Police, Slice of Life]",-,ONA,6.88513427562,113,Spring,2011
260,Highschool of the Dead: Drifters of the Dead,Madhouse,1,"[Ecchi, Comedy, Supernatural]",Manga,OVA,6.76,"152,753",Spring,2011
261,Kiss x Sis,feel.,12,"[Comedy, Ecchi, Harem, Romance, School, Seinen]",Manga,OVA,7.29,"141,105",Spring,2011
262,Black Lagoon: Roberta's Blood Trail,Madhouse,5,"[Action, Seinen]",Manga,OVA,8.14,"118,663",Spring,2011
263,Fairy Tail OVA,"A-1 Pictures, Satelight",5,"[Comedy, Magic, Ecchi, Fantasy, Shounen]",Manga,OVA,7.8,"91,515",Spring,2011
264,Kore wa Zombie Desu ka? OVA,Studio Deen,2,"[Action, Harem, Comedy, Supernatural, Magic, Ecchi]",Light novel,OVA,7.55,"80,334",Spring,2011
265,Seitokai Yakuindomo OVA,GoHands,8,"[Comedy, School, Shounen, Slice of Life]",4-koma manga,OVA,7.88,"68,944",Spring,2011
266,Koe de Oshigoto! The Animation,Studio Gokumi,2,"[Comedy, Ecchi, Seinen]",Manga,OVA,7.11,"61,972",Spring,2011
267,Mobile Suit Gundam Unicorn,Sunrise,7,"[Action, Drama, Mecha, Military, Sci-Fi, Space]",Novel,OVA,8.36,"45,549",Spring,2011
268,Amagami SS OVA,AIC,6,"[Romance, School]",-,OVA,7.36,"33,703",Spring,2011
269,.hack//Quantum,Kinema Citrus,3,"[Action, Adventure, Fantasy, Game, Sci-Fi]",Original,OVA,7.33,"27,759",Spring,2011
270,Asobi ni Iku yo!: Asobi ni Oide,AIC Plus+,1,"[Comedy, Ecchi, Harem, Romance, Sci-Fi]",Light novel,OVA,6.91,"26,442",Spring,2011
271,Katte ni Kaizou,Shaft,6,"[Comedy, Parody, School, Sci-Fi, Shounen]",Manga,OVA,7.03,"21,031",Spring,2011
272,Senjou no Valkyria 3: Tagatame no Juusou,"A-1 Pictures, Bridge",2,"[Action, Fantasy, Military]",-,OVA,7.39,"10,442",Spring,2011
273,Appleseed XIII,Production I.G,13,"[Action, Mecha, Military, Police, Sci-Fi]",-,OVA,6.5,"9,835",Spring,2011
274,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,Nomad,1,"[Drama, Ecchi, Fantasy, Harem, Romance]",Visual novel,OVA,6.51,"8,793",Spring,2011
275,Detective Conan OVA 11: A Secret Order from London,TMS Entertainment,1,"[Adventure, Police, Comedy, Mystery, Shounen]",Manga,OVA,7.52,"6,588",Spring,2011
276,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,-,1,"[Adventure, Police, Comedy, Mystery, Shounen]",-,OVA,7.47,"5,769",Spring,2011
277,Yurumates wa?,-,1,"[Comedy, Seinen, Slice of Life]",-,OVA,6.36,"1,817",Spring,2011
278,Chuugakusei,-,2,[Comedy],Original,OVA,6.88513427562,65,Spring,2011
279,Hoshi wo Ou Kodomo,CoMix Wave Films,1,"[Adventure, Fantasy, Romance]",Original,Movie,7.79,"88,445",Spring,2011
280,Sora no Otoshimono: Tokeijikake no Angeloid,AIC A.S.T.A.,1,"[Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural]",Manga,Movie,7.83,"76,979",Spring,2011
281,Towa no Quon 1: Utakata no Kaben,Bones,1,"[Action, Super Power, Supernatural]",Original,Movie,7.52,"36,528",Spring,2011
282,Sengoku Basara Movie: The Last Party,Production I.G,1,"[Action, Historical, Martial Arts, Samurai, Super Power]",Game,Movie,7.75,"19,399",Spring,2011
283,Detective Conan Movie 15: Quarter of Silence,-,1,"[Adventure, Comedy, Mystery, Police, Shounen]",Manga,Movie,8.14,"19,160",Spring,2011
284,Onigamiden,Studio Pierrot,1,"[Action, Demons, Supernatural]",Original,Movie,6.62,"8,320",Spring,2011
285,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Toei Animation,1,"[Drama, Historical, Military, Supernatural]",Manga,Movie,7.09,"5,245",Spring,2011
286,Tibet Inu Monogatari,Madhouse,1,[Adventure],-,Movie,7.48,"2,904",Spring,2011
287,Appleseed XIII Remix Movie 1: Yuigon,Production I.G,1,"[Action, Mecha, Military, Sci-Fi, Police]",-,Movie,6.68,"2,677",Spring,2011
288,Houkago no Pleiades: Manner Movie,Gainax,1,[Magic],Original,Movie,5.26,"1,872",Spring,2011
289,Sojunghan Nal-ui Kkum,-,1,"[Comedy, Drama, Romance]",Original,Movie,6.65,"1,007",Spring,2011
290,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Shin-Ei Animation,1,[Comedy],Manga,Movie,7.05,920,Spring,2011
291,Muybridge no Ito,-,1,[Drama],Original,Movie,6.1,876,Spring,2011
292,Toufu Kozou,-,1,[Comedy],-,Movie,5.99,310,Spring,2011
293,Hayabusa: Back to the Earth - Kikan,-,1,[Historical],-,Movie,6.88513427562,132,Spring,2011
294,Kaichou wa Maid-sama!: Omake dayo!,J.C.Staff,1,"[Comedy, School, Shoujo]",-,Special,7.55,"57,925",Spring,2011
295,Ao no Exorcist: Ura Ex,A-1 Pictures,10,"[Action, Fantasy, Supernatural, Shounen]",-,Special,7.23,"48,706",Spring,2011
296,Shiki Specials,Daume,2,"[Horror, Mystery, Supernatural, Vampire]",Novel,Special,7.92,"40,581",Spring,2011
297,Amagami SS: Tachibana Miya-hen - Imouto,AIC,1,[School],-,Special,7.33,"33,726",Spring,2011
298,Kimi ni Todoke 2nd Season Specials,Production I.G,3,"[Comedy, Romance, Shoujo]",-,Special,7.41,"25,350",Spring,2011
299,Panty & Stocking in Sanitarybox,Gainax,1,"[Action, Comedy, Parody, Dementia, Supernatural, Ecchi]",Original,Special,6.53,"21,352",Spring,2011
300,Hyakka Ryouran: Samurai Girls Specials,Arms,6,[Ecchi],Light novel,Special,6.71,"16,264",Spring,2011
301,Shinryaku! Ika Musume Specials,Diomedea,2,[Comedy],-,Special,7.37,"15,288",Spring,2011
302,A-Channel: +A-Channel,Studio Gokumi,11,"[Comedy, School, Slice of Life, Seinen]",4-koma manga,Special,7.03,"13,402",Spring,2011
303,Nichijou: Tanken Nichijou no Machi,Kyoto Animation,14,"[Comedy, School, Slice of Life]",Manga,Special,6.78,"11,266",Spring,2011
304,Beelzebub Specials,"Pierrot Plus, Studio Pierrot",16,"[Action, Comedy, Supernatural, Demons, School, Shounen]",Original,Special,7.45,"11,012",Spring,2011
